device_id,device_name,status,match_rule,changes
56fd04a2-b09e-4e96-918e-b169d8e68343,AUTENTICADOR VOOLPNET,updated,ip_port_exact,password
104d1842-43b8-47c4-b06b-27aba2eac99f,GRAFANA - PGI,unresolved,no_match,
a8bf6fad-03cc-47b3-933b-4eb8fc118ae1,TC+FIBRA - OLT HW 02,updated,name_exact,password
d780fbf5-1698-4f9c-b1aa-9b1a3d7143b8,RB 3011,updated,ip_port_exact,password
a8160fed-3ca4-4472-b7cd-341f4df4d24d,AF TELECOM - OLT VSOL EPON - RIODOCE,updated,name_exact,password
a6e3d824-209e-4ebc-ae62-da0aedd0a031,UP CONNECT FIBRA - SW HW S5700 - JORDAO,updated,name_exact,password
faf3f89b-0077-4815-b095-64444f921ac8,CCR2004 - MATRIZ DA LUZ,unresolved,no_match,
01c53628-bd4a-4505-bd67-dedd2dac2a34,RB 2011 - COMERCIAL BEZERRA - PE 15,updated,ip_port_exact,password
38b9fb37-26fa-4a78-9f7c-428fb11049e2,ULTRANET - OLT PARKS 3 - IGUAIBA,updated,name_exact,password
aaa9401d-1aa5-46b2-95db-519dba94662c,CYBERNET - ROUTER - HW NE8000 AUT/BORDA,updated,name_exact,password
c06efff0-d86d-4834-b2e1-d32d1bcddb3c,MASNET - OLT HW - CRUZ,updated,name_exact,password
1f50c29e-a4e7-488c-85d1-397793ebbed5,CONECT FIBRA - SW HW 5720 - ARTHUR/PARATIBE,updated,name_exact,password
49f168ac-e034-44a7-8823-7ff7e8afe7a0,MGN FIBRA - OLT HW X17,updated,name_exact,password
6d648fe3-95d0-4693-a07d-de7acbc362f3,SWITCH - HUAWEI - 5720,unresolved,no_match,
bd217529-9dc9-4acf-a487-da9a1268ddbd,INFOTEL - OLT DM - PINDORAMA - PMG,updated,name_exact,password
aca7b316-ce8b-4486-b186-2c166050883b,VIBE TELECOM - A10,updated,name_exact,password
2b0f37bf-8b67-4fc1-bbf0-bfe28e47537a,SOFIANET - SW HW - JARDIM PAULISTA,updated,name_exact,password
6481777f-8e78-4bf2-bbb8-f8961a5b4089,RB 1016 GERENCIA,updated,ip_port_exact,password
b2040d39-65b7-4d53-a2bf-d17fcff2eef5,OLT Huawei POP Maranguape - Fox UP,updated,ip_port_exact,password
cb2ee6ac-d326-4c2f-a04e-b06c1b10ef6f,UP CONNECT FIBRA - OLT ZTE - CENTRO,updated,name_exact,password
0963a4e7-a40d-4c86-947b-9a8c19f9d4ca,OLT-VSOL-PASSARINHO-TELNET,updated,ip_port_exact,password
5e2aea1f-7090-4666-9975-040db026a265,ULTRANET - ROUTER - HW NE8000 AUT/BORDA,updated,name_exact,password
bbab4eca-bbd7-4df5-b343-afabc3f9e676,NEW CONNECT - SW HW - CABO,updated,name_exact,password
ac448c25-f17c-481d-aed7-516791680d5f,VOICE CORP - SW DM EDD - DATA CENTER VOICE CORP ( CONEXAO COM A OI ),updated,name_exact,password
9b040eca-1525-47a8-aaa7-dfc1efe23dc5,VIBE TELECOM - ROUTER - HW NE20 BORDA,updated,name_exact,password
b5124b2f-2c56-4e71-81f2-23ba41f8ef67,PIX FIBRA - OLT DISCOVERY,updated,name_exact,password
511387c2-5b4c-4fc8-94e2-6b78306f8baa,MOOD TELECOM - SW CISCO NEXUS - MANGABEIRA,updated,name_exact,password
2e7a2039-1791-4569-aa0f-87472c8e7706,ACESSO OLT VSOL TABAJARA,updated,ip_port_exact,password
138ae6b6-c23c-4194-b081-fba06817554a,RB1009 - MORENO,unresolved,no_match,
4716feb7-0623-4b1e-9d3e-2c93e493e9b4,OLT HUAWEI MA5800 Central - Infonet,unresolved,no_match,
0781c84a-0f2b-41fb-a76f-3665bac839c1,MEGANET - ROUTER - HW NE8000 AUT/BORDA,updated,name_exact,password
5c3687b1-a59a-4093-9b8a-21e4881777a4,RB 2011 - COMERCIAL BEZERRA - MARANGUAPE,updated,ip_port_exact,password
b753adb8-ff91-431a-b46e-3f5acf99b9bd,MOND TELECOM - OLT HW - DATACENTER HWNET,updated,name_exact,password
eb7d9b5f-fda7-404d-9da8-b7b6baad4208,MK CCR 1072 - AUT/BORDA,unresolved,no_match,
ca51b9d3-ed20-4ae5-b7d9-275d38df5e0c,INFORTEC - GATEWAY - ZABBIX SERVER,updated,name_exact,password
540714d3-42bc-4799-8a1f-a06bfe6416d5,PIX FIBRA - OLT HW - COMPULINE-ILHA,updated,name_exact,password
09a5e5e2-4b8d-4264-a04b-4638737cd6ae,TC+ FIBRA - SW HW 6720 - CORE,updated,name_exact,password
e8cd9e84-6194-4298-8bb3-c1ccfa7e69e3,INFORTEC - ROUTER - HW NE8000 M8 BORDA,updated,name_exact,password
c0597181-c78c-45fc-8956-77854cfa121c,PIX FIBRA - SW HW 6730 - CORE EFIBRA BARRA,updated,name_exact,password
a0b53b3a-41c7-470e-9d44-62130879fdfe,CCR 1036 AUTENTICADOR ALPHANET,updated,ip_port_exact,password
0db191b0-08c7-4062-b3a3-e782787f1f1f,AF TELECOM - SW HW S6730 - CORE OLINDA,updated,name_exact,password
5704d3ad-ebfe-4b96-b25a-715f2d05a127,CYBERNET - HILLSTONE,updated,name_exact,password
6e1fef7f-d51a-4dec-b00d-3102857c2e94,RB 4011 - PB,updated,ip_port_exact,password
624a1984-d50a-4fe8-87f3-460fd0553186,MikroTik RB 760 (ISP Game),unresolved,no_match,
6dc796f6-eaea-46de-bf7a-43cfb24abe31,ELO TELECOM - A10,updated,name_exact,password
bb3f2b65-0646-4d40-8be5-a541c3dde23f,Autenticador Caxanga 02,updated,ip_port_exact,password
c3427a0f-6adb-4bbd-b950-d5f040737650,CCR 1036 CGNAT,unresolved,no_match,
ce2b6a10-b45c-4e27-94fc-eaf834e4ed72,BORDA,updated,ip_port_exact,password
87d527b8-6cbc-47c9-b50c-f3411ee02afc,MIKROTIK-PC-DELL-R450-X86,unresolved,no_match,
3a7dc5a1-a328-423e-b02d-d0b0fe76493c,Gerencia Flashnet,updated,ip_port_exact,password
07ada5d5-5747-4241-a1cd-1d5b16520428,OLT-VSOL-POP-NOVA-OLINDA,updated,ip_port_exact,password
3569b9ef-7eb3-4d2c-aed6-d1d00f57d271,FLASHNET - SW CORE-CRUZ DE REBOUCAS,updated,name_exact,password
6b972bf1-90b7-4263-8d8f-0573b1d297cc,NOC FLASHNET,updated,ip_port_exact,password
11708f6e-b4f9-445b-a727-e73e2de8bbad,AUT_PORTO-OGA_FIBRA_TELECOM,updated,ip_port_exact,password
86e225fe-e3bc-482f-b6dc-84f3ab6168e2,CCR 1016 - FELIPE-NET,unresolved,no_match,
3f5f14f6-49f9-443f-9747-67ff90925cf8,MK RB 3011 - HARAS_CAPIM_DOURADO,unresolved,no_match,
d261f02a-1776-46f9-87cb-24214201cdda,WELLFIBRA - GATEWAY - ZABBIX SERVER,updated,name_exact,password
d1da074e-fb65-46ae-aa7e-02998e2a7e87,I4 TELECOM - SW HW 6730 - CORE OURO PRETO,updated,name_exact,password
1fb950a8-b6aa-43a2-98dd-da859f948bff,DINHONET - OLT HW,updated,name_exact,password
e6828d8e-602e-4ba7-8f96-8cb6cc874125,TC+FIBRA - OLT HW 01,updated,name_exact,password
d13eb6ef-93fa-4fee-9192-5893437452d4,ZABBIX - MARTINS,unresolved,no_match,
caccd60b-2ef1-4eb1-b475-e310d82cd1e5,UMTELECOM - OLT FIBERHOME - CABO DE SANTO AGOSTINHO,updated,name_exact,password
e9ea6a1e-dc9a-4700-b0a1-e2284ab2fe10,AUTENTICADOR -  1016 - ALIANCA,unresolved,no_match,
0c3db19a-d01b-42a9-bb5b-f1edebba4382,Autenticador Campina Grade,unresolved,no_match,
4245cea0-cdb1-43d4-a0d5-ff0b682c7568,PIX FIBRA - OLT HW - DC,updated,name_exact,password
50aff9e0-993e-4d67-bcf8-b8fd5bc482c0,OLT DATACOM CAMARAGIBE,unresolved,no_match,
30c0cc3e-e742-438b-91c9-1ade9283741d,ULTRANET-GERENCIA,updated,ip_port_exact,password
ab84fecd-3757-4be3-8d71-f32cbfa6bd25,ULTRANET - ROUTER - HW NE8000-M4,updated,name_exact,password
52617ab2-370b-4e9c-8c44-f2b1be6ebd4b,PLANALTONET - OLT FIBERHOME 03,updated,name_exact,password
441850c1-28b9-415e-ac38-dfcb66f9c092,Rb 3011 Laguna,updated,ip_port_exact,password
1984d653-2717-4b81-aad9-6ec53385d08b,FLASHNET - SW CORE-IPSEP 01,updated,name_exact,password
5de4907a-53bc-4dc1-9d6f-9407e9f6a1d3,SW-BKB-LIMOEIRO,updated,ip_port_exact,password
19a25c7a-4607-49ad-b809-3e80eb270e96,INFOTEL - OLT HW - SANTA ROSA - STD,updated,name_exact,password
eb6a1efd-814a-48f1-8d86-943d589c80ca,RB Bar da praia (cupê),updated,ip_port_exact,password
a6d44d69-7332-48ec-8dc8-1b83e73ed2af,Gerencia Conect Fibra,unresolved,no_match,
c0f93fe5-22f9-4e29-a4bd-d2c53d67cdfd,PLANALTONET - OLT HW 04,updated,name_exact,password
c4f936ec-052a-41cc-ad23-2e2f37d00e9a,GRAFANA - AF TELECOM,unresolved,no_match,
5016b151-7a07-4683-b4dd-cffeb1648712,BORDA SITIO NUNES,unresolved,no_match,
da0849f0-b38f-4b5f-8987-af9ed95a7a2f,G5 WILL - ROUTER - HW NE8000 AUT/BORDA,updated,name_exact,password
5404deda-208c-4eff-9f4d-3ab065c90a92,UMTELECOM - OLT HW - CENTRO 2,updated,name_exact,password
6afc03e4-77d9-44f7-921d-15325b487fcc,Rb 4011 Bar da Praia,updated,ip_port_exact,password
ca902fce-1f45-4736-9f6e-cc90bcb37032,MEGANET - SW HW S6730 - JARDIM ATLANTICO,updated,name_exact,password
12b967be-22d2-420e-b3e6-55e603f930b4,GRUPO TELECOM - ROUTER - HW NE20 AUT/BORDA,updated,name_exact,password
425c91ff-6b76-4dd1-8d68-94ba812cfad7,VOO TELECOM - SW HW 6730 - MORENO ( CORE MPLS ),updated,name_exact,password
5f48ee39-ae53-4c81-8b39-c4b5dd03a63c,AF TELECOM - HILLSTONE,updated,name_exact,password
c4ec493d-54fa-4479-b3e8-f44af99829aa,INFOTEL - OLT DM - PORTO NACIONAL / SIM 01,updated,name_exact,password
3627fa26-902c-466c-8856-b8505b1d0a6b,OLT-OLD_RioNet_Rio Doce,updated,ip_port_exact,password
6731d28e-0cdf-4e4b-900d-81f83b7969b7,CYBERNET - SW HW 5700 - ACUDE,updated,name_exact,password
75a89861-d9d5-454c-9e9f-05aa7babeaaf,PIX FIBRA - SW HW - GODNET,updated,name_exact,password
6167cfc7-999a-4cf8-bb27-2b395f92808b,Autenticador PowerFlash - Catende,unresolved,no_match,
93fe1a32-1dca-4034-8c20-09f21abaf98c,CNB TELECOM - OLT FIBERHOME - FLORES,updated,name_exact,password
e10d6216-d6d5-4149-8576-ba91caead79f,OLT-HUAWEI-SEBASTIÃO AMARAL,updated,ip_port_exact,password
7ee8b903-a5f3-454f-8300-73f21dad57cc,Rb 4011 Cond Eco Cais,updated,ip_port_exact,password
ebf94425-29ad-4e9e-9d98-abd859bf3d5e,CONECT FIBRA - OLT HW MA5800 X2 - JARDIM PAULISTA,updated,name_exact,password
4fa53031-45de-4f3f-9dc6-a609b6755122,GRUPO FLASH - ROUTER - HW NE20 AUT/BORDA,updated,name_exact,password
494b84ab-1285-4ab9-b60a-b12a2970f278,PONTE DIGITAL - OLT HW - COQUINHO,updated,name_exact,password
de0e10e6-6725-4097-b2c2-5217af275b3a,OLT Furukawa 3008,unresolved,no_match,
e16e3ff3-9e8e-4c93-be2d-d6ab34bad5c0,JRNET - OLT INTELBRAS,updated,name_exact,password
f5ba32d0-a336-4fd2-a05d-3dd3d007842a,INFOTEL - OLT DM - PINHEIROPOLIS - PNRP,updated,name_exact,password
45f36974-26b8-4fce-8427-b09eef3a3e53,CGNAT,unresolved,no_match,
8e3941b2-6017-4eae-b3b0-5d0df095ba9f,CCR 1009 Autenticador Meridional,updated,ip_port_exact,password
72ef6e97-6418-403e-b3dd-a2027dbe8217,PONTE DIGITAL - GATEWAY - ZABBIX,updated,name_exact,password
7606a763-17b8-48cc-8e0e-680cd8e466f5,G5 JABOATAO - OLT TPLINK - XAREU,updated,name_exact,password
d7f1296a-66d0-4936-bc05-c5ecb6192df1,RB-MUNDONET-CORTES,unresolved,no_match,
e4116463-a0ec-49c5-a3f7-40cc5ef5371f,SINFIBRA - OLT HW - SAN MARTIN,updated,name_exact,password
54e27996-65f5-4d16-ac9b-aa7dba22b76e,PLANALTONET - OLT HW 02,updated,name_exact,password
c3e1cdee-3c8f-41f7-aae0-4d6dbda8e83a,INFOTEL - HILLSTONE,updated,name_exact,password
a707dc67-7c8c-4f36-8bfc-aad610921e0c,AUTENTICADOR MX 204 JUNIPER,unresolved,no_match,
e72ad150-ad50-4fbe-8637-ead3e8090356,CELLNET - OLT INTELBRAS - G8,updated,name_exact,password
43ce412d-d4e8-4c2c-953e-d227cdf0de7c,PIX FIBRA - SW HW 6720 - CORDEIRO,updated,name_exact,password
af6c8027-077b-47b5-ac69-e148b4471dc4,UMTELECOM - OLT HW - SEDE,updated,name_exact,password
d6668e4f-1e6d-4b08-ab81-15c0f14efd84,PONTE DIGITAL - OLT HW - SOTAVE / PONTEZINHA,updated,name_exact,password
99df4489-2d59-42a2-bbbe-f049be2a9168,FLASHNET - ROUTER - HW NE8000 BORDA CDN,updated,name_exact,password
d2c08258-e60d-4df6-bda7-716e543713dc,OLT-VSOL-NOVA,updated,ip_port_exact,"password,use_telnet"
e8c20a4d-bb0b-4cf9-bd85-50333afbce04,ZABBIX - KMTELECOM,unresolved,ambiguous_ip_port,
c5c7ebdd-09ea-461d-9e33-46a5a05c9686,Ccr 1072 Autenticador Rionet Ipojuca,updated,ip_port_exact,password
caa8bf30-0d80-4085-860a-03cb72fb883e,G5 JABOATAO - ROUTER - HW NE40 AUT/BORDA,updated,name_exact,password
ae74e748-b825-4360-8f3c-40d60223738c,G5 WILL - OLT HW X2,updated,name_exact,password
18ba8609-8558-4597-8cc0-fc89aaeb6689,MEGANET - OLT HW - TABAJARA,updated,name_exact,password
37bff08a-d3f2-4aae-8676-5071da589cf6,MAS-NET-PAULISTA - CONCENTRADOR01,updated,ip_port_exact,password
b9c9d138-f772-44ba-b4a4-5c8e67213127,ULTRANET - OLT PARKS 1 - IGUAIBA,updated,name_exact,password
0ded7783-d607-4475-9b45-65c1f7ac5146,Servidor Glauber (Gerencia BVNET),unresolved,no_match,
34cb1157-e285-4932-a4b2-8930d21aee84,NEW CONNECT - SW HW - JABOATAO,updated,name_exact,password
cf659762-a5e6-426f-87a3-1d2938c95560,Switch Huawei S5720 Porto de Galinhas,unresolved,no_match,
64ebf04f-91c2-4463-b412-4492a2a33092,PIX FIBRA - OLT HW - IGARASSU-SARAMANDAIA,updated,name_exact,password
ee450d9b-4686-4e30-a9d0-e4ac45450da1,G5 WILL - GATEWAY - ZABBIX SERVER,updated,name_exact,password
ef4da6ea-b033-4bd9-8395-cd80684b5a02,OLT HUAWEI 5800X2 SLM,unresolved,no_match,
ba3366e4-c368-4976-9b61-a1d7ce037cd1,BORDA-INFONET,unresolved,no_match,
c3bdf37a-bc16-4f0a-b556-588ada484b4b,MOOD TELECOM - ROUTER - HW NE20 AUT/BORDA,updated,name_exact,password
b63305a7-99d7-41a9-8ea2-6ae35ee1ce43,PGI TELECOM - OLT HW - CARNE DE VACA,updated,name_exact,password
c28390f4-e103-44bf-8148-5d01c091e450,ULTRANET - OLT PARKS 2 - IGUAIBA,updated,name_exact,password
f0d4272f-4231-4517-bebe-e02be8a756e9,OLT-VSOL-AURORA-16P,updated,ip_port_exact,password
f56ef524-8e97-4164-b963-e2e7a53ee59c,OLT ZTE - NOBRE,unresolved,no_match,
f4d9e346-21ea-47bb-b92d-6abb0fbc55ec,SIN FIBRA - ROUTER - HW NE40 AUT/BORDA,updated,name_exact,password
5c5995aa-b3a6-4bb6-bed1-a1cc63fdb1c9,OLT DATACOM POP- CENTRAL,unresolved,no_match,
eaaeb74f-682f-4965-be39-0bae33caf976,RB 1100        (LAR DE ACOLHIMENTO),unresolved,no_match,
e89ca074-a18b-44ff-a41a-6a546cbfa67a,Autenticador,unresolved,no_match,
c43e2fd2-be91-4cb2-b0e3-5eb44bf69f88,OLT-DATACOM-DM4615-PINDORAMA,unresolved,no_match,
5d4dd1c2-0f44-4a0d-be4e-6b9a5f924e9f,GRAFANA - GRUPOTELECOM,unresolved,no_match,
d89b72ab-b758-4ba2-a244-b75bfa477c0e,PIX FIBRA - SW HW 5732 - POP CENTRO,updated,name_exact,password
0e48e43f-6081-45e1-82d1-1bdabeb07084,SW-BKB-CARPINA,updated,ip_port_exact,password
97292d01-172b-4880-b3a4-56b24bed74b8,Concentrador Goiania CCR 1016,updated,ip_port_exact,password
3a16ec07-d63b-4857-a127-23cecdad1854,INFOTEL - OLT DM - IPUEIRAS - IPUI,updated,name_exact,password
fa5d1b6d-3484-4906-914e-142fe51e0e66,PIX FIBRA - GATEWAY - ZABBIX SERVER,updated,name_exact,password
c37e7976-d8f4-4c8f-9213-e45b740d035f,GRAFANA - AJUST,unresolved,no_match,
e09eee8a-4f17-4e25-887d-304ad9f7b3ac,PIX FIBRA - SW HW 6730 - SURFIX,updated,name_exact,password
3668591d-d546-4c76-a8c8-f17984048df6,Autenticador Line Connect,unresolved,no_match,
49ef2a83-3272-44b4-b955-cb32bddccf87,INFOTEL - OLT ZTE - NOVA CAPITAL,updated,name_exact,password
66db69ce-cbcc-44f9-a34c-a2bc520258af,RB PABX REDE SMARTLINK,unresolved,no_match,
79bd0437-5884-434a-8621-f0db298ed3a7,CRS317 - MIRUEIRA II,updated,ip_port_exact,password
216eac96-7999-4311-98a4-d36d6a1b02b2,PLANALTONET - OLT FIBERHOME 02,updated,name_exact,password
e0eca697-85dc-4d98-9cc3-6d70e0bf1013,BORDA,unresolved,no_match,
d0ea4e30-cee6-42d9-a4a4-94fc12f53106,BORDA CCR2116 FANET,unresolved,no_match,
fe387e82-131b-4869-af45-f4dfe16bcf75,BORDA_MUNDO-NET_RECIFE,unresolved,no_match,
40fb49c2-7467-48ea-afb8-12977753e562,FLASHNET - SW CORE-OURO-PRETO,updated,name_exact,password
54effda6-f49f-44eb-a683-741513b9054b,FLASHNET - SW CORE-PRAZERES,updated,name_exact,password
202a33e7-c398-4b59-bebc-ecd0e0483980,CCR-1036-PONTO_NET,unresolved,no_match,
c76b9253-1338-4896-bcfb-f348d2295a19,Escola Soledade - RB3011,updated,ip_port_exact,password
f002ae83-7936-4170-a78a-071b1e4793dc,CELLNET - OLT INTELBRAS - 8820I,updated,name_exact,password
0b641522-d060-4cb1-8316-549ef39e92fe,GRAFANA - CYBERNET,unresolved,no_match,
07c572ea-bb40-4cb0-8c8e-f365fe0884eb,G5 CABO - GATEWAY - ZABBIX SERVER,updated,name_exact,password
49ab319e-cfe1-4fdd-aca9-c0e2d5bc4653,VOO TELECOM - SW HW 5720 - GUABIRABA,updated,name_exact,password
d0c46b83-592e-44a7-b186-9daca2789ce3,MOOD TELECOM - OLT HUAWEI - SAN MARTIN,updated,name_exact,password
9d16c382-a5df-456e-a44e-057872b5068b,PLANALTONET - SW CISCO 3064 DATACENTER,updated,name_exact,password
4a17d872-62af-49f4-9768-c1d1163ee259,PIX FIBRA - SW HW 5732 - AFOGADOS,updated,name_exact,password
60146fcc-e498-461c-9e3d-cd0a261b5c12,GRUPO VESC - HILLSTONE,updated,name_exact,password
81b98c5b-6148-4274-93d1-01e7748a8ab8,RENOVENET - ROUTER - HW NE8000 BORDA,updated,name_exact,password
362832d7-ca69-4ae0-bb58-7ec70ba8d32c,INFOTEL - OLT ZTE - LUZIMANGUES - LZMG,updated,name_exact,password
8ba3a66f-510f-484d-9165-3dd6526e599e,GRUPO FLASH - SW HW 5732 - ARTHUR,updated,name_exact,password
970ab823-d359-41d9-bcc3-920f0b6951dd,GRUPO FLASH - SW HW 5732 - MARANGUAPE,updated,name_exact,password
5bd117c8-1bb4-43ad-8065-e874f10ba6b0,SOFIANET - SW HW - OLINDA,updated,name_exact,password
0baf088c-3ee4-467f-ae8f-eb6625317d45,INFOTEL - SW DM 4380 - SANTA ROSA,updated,name_exact,password
f9bb946b-f6a2-44c6-a6ba-2b882a3dcb4c,RB4011 Enotel ( SEM ACESSO AO EQUIPAMENTO ),unresolved,no_match,
0f127cc6-c2fc-485a-9b32-ea35c8be1eca,CGNAT JABOATÃO,updated,ip_port_exact,password
21d3eb59-92ae-46b7-9226-f7943cccc3dd,ULTRANET - OLT HW - MAIOBAO,updated,name_exact,password
42672f4b-e4f1-4301-86b5-da59c2ef5321,PIX FIBRA - OLT ZTE - OLT UP CONNECT,updated,name_exact,password
5c097eb1-4b4d-4747-9b14-6b217c961958,FLASHNET - SW CORE-BOMBA_HEMETERIO,updated,name_exact,password
26cd1d13-d29d-4cc7-9bc8-cfa62eddf3dc,ECO TELECOM - HILLSTONE,updated,name_exact,password
bd24434c-5d76-44db-b72a-5783a4ec3b3a,INFOTEL - OLT DM - PONTE ALTA - POL,updated,name_exact,password
0ab2d474-34e3-44f9-9e1f-d15f052bfc6b,FLASHNET - SW CORE-CURADO,updated,name_exact,password
161a5d45-c3b5-41cb-8fd9-b052cff56f65,OLT ZTE - PAU AMARELO,unresolved,no_match,
8c692a94-8154-42f0-bf82-7deddf1190ce,RB GERENCIA,unresolved,no_match,
07020909-500d-4069-80f3-2e835f2e881a,ULTRANET - OLT FIBERHOME - PINDAI,updated,name_exact,password
15e62444-a794-49ed-904d-76dbc48d4d21,VIBE TELECOM - OLT HW - RIO DOCE,updated,name_exact,password
d506807c-f4a0-47df-a42c-9190a096507e,FASTLINK - SW DM EDD 01 - CLIENTE PJ,updated,name_exact,password
1dab3da8-91b2-4eec-ab33-edbf4300e7b3,PONTONET - GATEWAY - ZABBIX SERVER,updated,name_exact,password
4aedbdc1-7fc0-4968-b4a1-e3418d7e6015,MEGANET - HILLSTONE,updated,name_exact,password
3972cd3e-35ba-4b42-a994-e340a556d765,FLASHNET - SW ACESSO-ELETRICO EMP. IBTELECOM,updated,name_exact,password
e17f016b-5163-4c2b-9538-0d9e8db96fca,TECH SOLUCOES - OLT HW,updated,name_exact,password
b25accbe-b322-4b49-88f2-644c12f9f64d,GRUPO FLASH - GATEWAY - ZABBIX SERVER,updated,name_exact,password
20b631f8-540a-41bd-afe7-f4279261f4f6,NECO-NET - CONCENTRADOR01,unresolved,no_match,
52eeaf22-94e5-4e18-b3b3-fcab69de7b78,PIX FIBRA - SW HW 6720 - POP VARZEA,updated,name_exact,password
8d4c9ecf-022f-4c15-8ca4-8330421d692a,CONECT FIBRA - SW HW ATN 910 - JARDIM PAULISTA,updated,name_exact,password
3416f9da-56c6-4a2d-a723-50a2b1a64b01,CRS 326,updated,ip_port_exact,password
75090c47-f06f-41af-a5d9-8152aa0c4b31,GRUPO FLASH - SW HW 5732 - AURORA,updated,name_exact,password
d8bb3d6f-14c3-4c9d-a7f2-fa5cf7b21153,I4 TELECOM - OLT HW - PEIXINHOS,updated,name_exact,password
16a25ac8-4581-43e2-a145-1545536a95d6,NAVEGANET - OLT HW - GASNET,updated,name_exact,password
5856d82c-c339-44d6-a7df-feac685fe0bb,RB Gerência - VESCNET,unresolved,no_match,
893637d4-4157-453a-b8f9-e76cd42928c5,RB Gerência,updated,ip_port_exact,password
270bee34-ba0a-4c22-97da-dd66139f3f12,MAXIMANET - ROUTER - HW NE20 AUT/BORDA,updated,name_exact,password
478b7dea-656b-475e-9ee9-3c6f816fc746,PIX FIBRA - SW HW 6730 - BOA VIAGEM,updated,name_exact,password
31b61a68-8106-4c73-8d54-bebfe16ae1cf,OLT HUAWEI - JANGA,unresolved,no_match,
2a94824e-ae8e-4bf9-a266-0ac311890112,Borda e Autenticador G5 Barra de Jangada,updated,ip_port_exact,password
6ac6b6ed-5a59-472e-bc2c-b8aaeaeb2b6c,Huawei - OLT,updated,ip_port_exact,"username,password"
1de38902-c22b-4add-a809-b74e5c714aaa,UP CONNECT FIBRA - OLT HW - BOMBA,updated,name_exact,password
648e144a-0177-4f4b-b74a-e355a427191f,CCR1036 - CGNAT,updated,ip_port_exact,password
288eb9b8-4a79-4377-8ee9-d13dd54e313e,PONTE DIGITAL - SW HW 6720 - CDN,updated,name_exact,password
3ba81cdf-a9ad-48cc-ad59-1acd1f4efeee,MEGANET - SW HW 6720 - TABAJARA,updated,name_exact,password
6e3b1cb7-34b8-4781-af45-ab1ae1c64b90,I4 TELECOM - SW HW CORE MATUTA,updated,name_exact,password
982e4199-7335-4911-971f-5b2b259e30b3,PGI TELECOM - OLT HW - ATAPUZ,updated,name_exact,password
92fd4873-27a9-446e-b2a2-b03b17f28c5e,CELLNET - GATEWAY - ZABBIX SERVER,updated,name_exact,password
37314701-46d4-42c8-8435-f4cb1fa6061e,G5 CABO - SW DM4370 4GT+4GX+4XS - CABO CORE,updated,name_exact,password
c6a1bcc3-6042-4b56-af74-585cec73ae3b,MEGANET - OLT HW - JARDIM ATLANTICO,updated,name_exact,password
39b52f1a-f2c7-4bea-a26e-a40ac0f3d7a8,RB 4011 GERENCIA,unresolved,no_match,
0809b913-a3de-4cbf-8d67-3ecdeb3ed97c,VSOL-EPON CABO,unresolved,no_match,
db58aca0-8de9-4701-8194-be09303412dd,Gerencia Eco telecom,updated,ip_port_exact,password
7a89f0a7-0949-44d6-8030-e081128e65f5,CONCENTRADOR MULTINET CURADO 1036,unresolved,no_match,
