device_id,name,group,type,match_reason,from_ip,to_ip,from_port,to_port,from_user,to_user,from_telnet,to_telnet,payload_kind,will_change_structural
c6a1bcc3-6042-4b56-af74-585cec73ae3b,MEGANET - OLT HW - JARDIM ATLANTICO,Meganet,OLT Huawei,name_unique,45.176.56.240,45.176.56.240,23432,23432,ajustconsulting,ajustconsulting,True,True,olt,False
0ab2d474-34e3-44f9-9e1f-d15f052bfc6b,FLASHNET - SW CORE-CURADO,FlashNet,Switch Huawei,name_unique,10.99.88.11,10.99.88.11,53276,53276,flashnet,flashnet,False,False,switch,False
17dfdd8d-26ce-48fd-bfe5-a3729bc82090,PIX FIBRA - SW HW 6720 - PAULISTA,Pix Fibra,Switch Huawei,name_unique,172.16.0.5,172.16.0.5,22,22,ajust@emfibra,ajust@emfibra,False,False,switch,False
b41c9338-2118-4991-a4d7-e5425a7597ca,CCR1009 - AREIAS,G5 - Jaboatão,MikroTik RouterOS,ip+kind,192.141.105.160,192.141.105.160,2222,8291,ajust,ajust,False,False,router,True
0b39a4e0-a3ed-4f0e-bd21-a06d4f5b9e51,CONECT FIBRA - SW HW 5720 - CAETES 02,Conect Fibra,Switch Huawei,name_unique,192.168.180.2,192.168.180.2,22,22,conect,conect,False,False,switch,False
f085d513-873d-44f0-be2e-4d2c3ade3983,CCR 1009 Rondotur,Rio Net,MikroTik RouterOS,ip+kind,45.187.169.222,45.187.169.222,15422,1440,ajust,ajust,False,False,router,True
0dc93070-d7f6-4227-bcd1-a62a0ffaf906,MGN FIBRA - SW HW 6730 - CORE,MGN Fibra,Switch Huawei,name_unique,45.235.104.58,45.235.104.58,48271,48271,mgn,mgn,False,False,switch,False
9c4d6b26-75ba-47b3-a54b-29d0aeab6184,RB NOVA (CREA),UltraNet,MikroTik RouterOS,ip+kind,192.141.107.42,192.141.107.42,15422,5895,ajust,ajust,False,False,router,True
49ef2a83-3272-44b4-b955-cb32bddccf87,INFOTEL - OLT ZTE - NOVA CAPITAL,Infotel,OLT ZTE,name_unique,10.120.0.98,10.120.0.98,23,23,Infoz0n31,Infoz0n31,True,True,olt,False
270bee34-ba0a-4c22-97da-dd66139f3f12,MAXIMANET - ROUTER - HW NE20 AUT/BORDA,Maxima Net,Router Huawei,name_unique,45.164.8.5,45.164.8.5,26558,26558,ajustconsulting,ajustconsulting,False,False,router,False
12c574e9-1992-4937-ac7e-72bd2a2f6c6c,FLASHNET - SW CORE-SAN MARTIN,FlashNet,Switch Huawei,name_unique,10.99.88.17,10.99.88.17,53276,53276,flashnet,flashnet,False,False,switch,False
6481777f-8e78-4bf2-bbb8-f8961a5b4089,RB 1016 GERENCIA,KM Telecom,MikroTik RouterOS,ip+kind,45.170.192.3,45.170.192.3,15422,5895,ajust,ajust,False,False,router,True
15e62444-a794-49ed-904d-76dbc48d4d21,VIBE TELECOM - OLT HW - RIO DOCE,Vibe,OLT Huawei,name_unique,187.17.137.188,187.17.137.188,34744,34744,sgpsgp,sgpsgp,False,False,olt,False
8a97ddb1-796e-4677-bd2b-a7a85bccb221,NEWCONNECT - SW HW - UR11,New Connect,Switch Huawei,name_unique,1.2.1.2,1.2.1.2,22,22,ericcastro,ericcastro,False,False,switch,False
25ead91f-e74c-43bc-8ada-f602db7a9e77,MOND TELECOM - ROUTER - CISCO ASR1004 AUT/BORDA,Mond Telecom,Router Cisco,name_unique,45.164.181.1,45.164.181.1,22,22,RickFrazao,RickFrazao,False,False,router,False
b5da733e-eab0-4798-bfad-b2da4c84e20d,PIX FIBRA - OLT HW - ARABAIANA-01,Pix Fibra,OLT Huawei,name_unique,172.31.255.12,172.31.255.12,22,22,flashnet@emfibra,flashnet@emfibra,False,False,olt,False
672253b6-f361-4a6e-abfd-e7125c833893,SLZ-ELO-RT02 [ CORE ],Elo,MikroTik RouterOS,ip+kind,177.54.143.1,177.54.143.1,22,8291,ajust,ajust,False,False,router,True
1cd356c7-ef5b-46e5-a2fa-d250a8b44efe,RB4011 Noc,Ajust Consulting,MikroTik RouterOS,ip+kind,187.17.137.246,187.17.137.246,15422,5895,ajust,ajust,False,False,router,True
31144134-1db0-4c63-b09a-84ecf6fe803d,VIBE TELECOM - SW HW 5720 - POP JANGA,Vibe,Switch Huawei,name_unique,172.31.255.70,172.31.255.70,22,22,ajust,ajust,False,False,switch,False
a0b53b3a-41c7-470e-9d44-62130879fdfe,CCR 1036 AUTENTICADOR ALPHANET,AlphaNet,MikroTik RouterOS,ip+kind,164.163.22.128,164.163.22.128,15622,5895,ajust,ajust,False,False,router,True
0b27d642-8805-4397-afbf-db266ae9d436,OLT-MANGUEIRINHA-HUAWEI,Ponte Digital,OLT Huawei,ip+kind,170.80.49.76,170.80.49.76,23,23,ajustconsulting,ajustconsulting,True,True,olt,False
3569b9ef-7eb3-4d2c-aed6-d1d00f57d271,FLASHNET - SW CORE-CRUZ DE REBOUCAS,FlashNet,Switch Huawei,name_unique,10.99.88.28,10.99.88.28,53276,53276,flashnet,flashnet,False,False,switch,False
56fd04a2-b09e-4e96-918e-b169d8e68343,AUTENTICADOR VOOLPNET,Voolpt Net,MikroTik RouterOS,ip+kind,45.176.56.64,45.176.56.64,15422,5895,ajust,ajust,False,False,router,True
a8bf6fad-03cc-47b3-933b-4eb8fc118ae1,TC+FIBRA - OLT HW 02,TC+ Fibra (Agility),OLT Huawei,name_unique,164.163.20.78,164.163.20.78,23748,23748,root,root,True,True,olt,False
a4d418c8-97a0-4545-a2bb-0aefddbc5111,Gerencia Vibe,Vibe,MikroTik RouterOS,ip+kind,187.17.137.188,187.17.137.188,15422,5895,ajust,ajust,False,False,router,True
eb6a1efd-814a-48f1-8d86-943d589c80ca,RB Bar da praia (cupê),Rio Net,MikroTik RouterOS,ip+kind,45.162.227.28,45.162.227.28,15422,5896,ajust,ajust,False,False,router,True
103a8dc4-f48e-4ed8-a1f6-f3125c3a7bce,KMTELECOM - OLT HW,KM Telecom,OLT Huawei,name_unique,45.170.192.3,45.170.192.3,2250,2250,sgpolt,sgpolt,False,False,olt,False
79bd0437-5884-434a-8621-f0db298ed3a7,CRS317 - MIRUEIRA II,AF Telecom,MikroTik RouterOS,ip+kind,179.51.148.10,179.51.148.10,15423,5895,ajust,ajust,False,False,router,True
64a1bf5f-63fb-41c6-9c43-51cd2920c384,CCR VPLS - ESCOLA BRASIL,Infotel,MikroTik RouterOS,ip+kind,170.150.136.56,170.150.136.56,26138,8230,ajust,ajust,False,False,router,True
425c91ff-6b76-4dd1-8d68-94ba812cfad7,VOO TELECOM - SW HW 6730 - MORENO ( CORE MPLS ),Voo Telecom,Switch Huawei,name_unique,10.72.13.4,10.72.13.4,22022,22022,ajustconsulting,ajustconsulting,False,False,switch,False
8a2dcdda-5a28-4afe-83fa-b3f90279689f,Autenticador 01 Qualynet,QualyNet,MikroTik RouterOS,ip+kind,170.79.169.254,170.79.169.254,2215,8291,ajustconsulting,ajustconsulting,False,False,router,True
3cf106f4-1313-44b4-840a-9350f6e59657,VIBE TELECOM - SW HW 6720 - CORE PAULISTA,Vibe,Switch Huawei,name_unique,172.31.255.1,172.31.255.1,22,22,ajust,ajust,False,False,switch,False
12b967be-22d2-420e-b3e6-55e603f930b4,GRUPO TELECOM - ROUTER - HW NE20 AUT/BORDA,Grupo Telecom,Router Huawei,name_unique,181.225.170.1,181.225.170.1,2203,2203,ajustconsulting,ajustconsulting,False,False,router,False
4e8cd6bd-1d22-4d5a-9274-a495c74552b3,NEW CONNECT - ROUTER - HW NE8000 BORDA,New Connect,Router Huawei,name_unique,128.201.78.245,128.201.78.245,22120,22120,ericcastro,ericcastro,False,False,router,False
4d644040-2a5d-4949-867c-27e4524280dc,I4 TELECOM - OLT DM - PAU AMARELO,I4 Telecom,OLT Datacom,name_unique,45.187.169.228,45.187.169.228,22777,22777,admin,admin,False,False,olt,False
52f0098a-2926-49ab-8f8e-9ab1312e794b,PIX FIBRA - SW HW 6730 - COMPULINE-BVIAGEM,Pix Fibra,Switch Huawei,name_unique,172.16.0.33,172.16.0.33,22,22,ajust@emfibra,ajust@emfibra,False,False,switch,False
441850c1-28b9-415e-ac38-dfcb66f9c092,Rb 3011 Laguna,Rio Net,MikroTik RouterOS,ip+kind,45.162.225.122,45.162.225.122,31022,5895,ajust,ajust,False,False,router,True
4fa53031-45de-4f3f-9dc6-a609b6755122,GRUPO FLASH - ROUTER - HW NE20 AUT/BORDA,Grupo FlashNet ( IBTelecom ),Router Huawei,name_unique,170.79.170.130,170.79.170.130,53267,53267,ajustconsulting,ajustconsulting,False,False,router,False
311ad8e6-4817-40c0-88ab-546bd2e233fa,INFOTEL - SW HW - UR11,New Connect,Switch Huawei,name_unique,1.2.1.2,1.2.1.2,22,22,ericcastro,ericcastro,False,False,switch,False
c1d4ceb6-3894-482c-8b62-60840c64aa32,Rb 4011 Lojas Americanas,Rio Net,MikroTik RouterOS,ip+kind,45.162.227.215,45.162.227.215,15422,5895,ajust,ajust,False,False,router,True
6f8e24be-95b3-416d-8982-1155467e67d4,RB 3011 CLIENTE ELO SOLUCOES,Gmax São Lourenço,MikroTik RouterOS,ip+kind,164.163.22.49,164.163.22.49,15422,5895,ajust,ajust,False,False,router,True
f806425d-8456-4937-95fb-90f5fce65166,MikroTik-4011-ESCRITORIO,QualyNet,MikroTik RouterOS,ip+kind,168.194.13.88,168.194.13.88,15422,8291,ajust,ajust,False,False,router,True
b704c10a-7cb9-46ce-ae75-14e71a66a3ff,SW-BKB-NAZARE,PlanaltoNet,Switch Huawei,ip+kind,10.200.40.1,10.200.40.1,22,22,ajust,ajust,False,False,switch,False
3ac962e9-3d09-4dd6-b698-5f3e77db2370,RB 3011 CONCENTRADOR BOTAFOGO,HomeNet,MikroTik RouterOS,ip+kind,179.49.144.2,179.49.144.2,2231,8291,ajust,ajust,False,False,router,True
4ddfaa92-ff5a-4de7-905a-50220056b195,CCR 4011 - Fortaleza,Voice Corp,MikroTik RouterOS,ip+kind,168.232.84.141,168.232.84.141,15422,5895,ajust,ajust,False,False,router,True
018a81be-02e2-424d-8696-909e76601c61,VOICE CORP - SW DM EDD - DATA CENTER OI,Voice Corp,Switch Datacom,name_unique,192.168.77.2,192.168.77.2,23,23,admin,admin,True,True,switch,False
5c3687b1-a59a-4093-9b8a-21e4881777a4,RB 2011 - COMERCIAL BEZERRA - MARANGUAPE,FlashNet,MikroTik RouterOS,ip+kind,170.79.169.92,170.79.169.92,15422,5895,ajust,ajust,False,False,router,True
01df5545-53b8-4db3-8226-af5b4d1f591b,CYBERNET - OLT HW - CONDOMINIO,Cyber Net,OLT Huawei,name_unique,170.80.112.2,170.80.112.2,4749,4749,ajustconsulting,ajustconsulting,True,True,olt,False
0746ff9f-0239-4794-81d3-a71fc5e101a7,VOICE CORCP - SW HW S620,Voice Corp,Switch Huawei,name_unique,190.89.34.2,190.89.34.2,2323,2323,ajustc,ajustc,True,True,switch,False
1f76c275-9884-4340-a7cc-cec0ccd7173b,VIBE TELECOM - ROUTER - HW NE8000 AUT,Vibe,Router Huawei,name_unique,168.194.14.144,168.194.14.144,53267,53267,ajustconsulting,ajustconsulting,False,False,router,False
07ada5d5-5747-4241-a1cd-1d5b16520428,OLT-VSOL-POP-NOVA-OLINDA,GL Soluções,OLT VSOL,ip+kind,45.191.104.10,45.191.104.10,2323,2323,sgphftel,sgphftel,True,True,olt,False
0974366a-e1c3-4d95-8a6a-6810422630e4,MURILONET - OLT HW,Murilo Net,OLT Huawei,name_unique,170.245.66.102,170.245.66.102,3323,3323,smartoltusr,smartoltusr,True,True,olt,False
42672f4b-e4f1-4301-86b5-da59c2ef5321,PIX FIBRA - OLT ZTE - OLT UP CONNECT,Pix Fibra,OLT ZTE,name_unique,172.19.53.74,172.19.53.74,22,22,zte,zte,False,False,olt,False
8006c7df-48cc-42f3-a92c-f97f9b5fcb6e,CCR1009-FIREWALL-PPPOE,Um Fibra,MikroTik RouterOS,ip+kind,177.36.7.202,177.36.7.202,15422,8391,ajust,ajust,False,False,router,True
c5c7ebdd-09ea-461d-9e33-46a5a05c9686,Ccr 1072 Autenticador Rionet Ipojuca,Rio Net,MikroTik RouterOS,ip+kind,45.162.224.126,45.162.224.126,15422,5895,ajust,ajust,False,False,router,True
2692abf4-26ca-4386-96e8-c2b24683f6a7,UMTELECOM - OLT FIBERHOME - ABREU E LIMA,Um Fibra,OLT FiberHome,name_unique,10.40.39.3,10.40.39.3,23,23,GEPON,GEPON,True,True,olt,False
6b972bf1-90b7-4263-8d8f-0573b1d297cc,NOC FLASHNET,FlashNet,MikroTik RouterOS,ip+kind,187.17.137.246,187.17.137.246,15422,5895,ajust,ajust,False,False,router,True
1389573e-2e2b-4f0e-8e72-221fc426eda6,UMTELECOM - OLT HW - BARRO,Um Fibra,OLT Huawei,name_unique,10.40.39.16,10.40.39.16,22,22,sgp-radius,sgp-radius,False,False,olt,False
9501135b-90e8-45cd-96e5-dbeadf3f0413,Autenticador CellNet,CellNet,MikroTik RouterOS,ip+kind,190.89.232.3,190.89.232.3,48597,27039,ajust,ajust@consulting,False,False,router,True
11d496f7-ad9f-478e-8125-f2ab53b5f4a7,HOMENET - OLT VSOL - BARREIROS,HomeNet,OLT VSOL,name_unique,192.168.8.200,192.168.8.200,22,22,admin,admin,False,False,olt,False
3a995149-f482-4a2d-9871-187bcb5c27b8,SWITCH CORE JANGA - CRS 317,AF Telecom,MikroTik RouterOS,ip+kind,179.51.148.68,179.51.148.68,15422,58951,ajust,ajust,False,False,router,True
14a4cf6e-7e1c-4a5e-bc6e-711a42951178,INFORTEC - OLT HW - TIMBI,Infortec,OLT Huawei,name_unique,187.86.163.100,187.86.163.100,22002,22002,ajustconsulting,ajustconsulting,False,False,olt,False
19921e01-dd29-41c8-a69f-27488ea13fe2,AF TELECOM - OLT VSOL GPON - BEIRA MAR,AF Telecom,OLT VSOL,name_unique,179.51.151.0,179.51.151.0,4323,4323,ajust,ajust,True,True,olt,False
3a7dc5a1-a328-423e-b02d-d0b0fe76493c,Gerencia Flashnet,FlashNet,MikroTik RouterOS,ip+kind,168.194.15.42,168.194.15.42,15422,8709,ajust,ajust,False,False,router,True
1cfb451e-bd9f-4fda-936a-baadf048bcc7,FLASHNET - SW ACESSO-ARTHUR,FlashNet,Switch Huawei,name_unique,192.168.4.21,192.168.4.21,53276,53276,flashnet,flashnet,False,False,switch,False
5c097eb1-4b4d-4747-9b14-6b217c961958,FLASHNET - SW CORE-BOMBA_HEMETERIO,FlashNet,Switch Huawei,name_unique,10.99.88.37,10.99.88.37,53276,53276,flashnet,flashnet,False,False,switch,False
11da5e33-dd50-48df-b3a5-b6a57e961219,UM FIBRA - SW HW 6730 - PPPOE-RECIFE-PE,Um Fibra,Switch Huawei,name_unique,172.16.255.12,172.16.255.12,22,22,ajustconsulting,ajustconsulting,False,False,switch,False
11708f6e-b4f9-445b-a727-e73e2de8bbad,AUT_PORTO-OGA_FIBRA_TELECOM,Oga Fibra Telecom,MikroTik RouterOS,ip+kind,179.51.151.248,179.51.151.248,7922,58951,ajust,ajust,False,False,router,True
5e2aea1f-7090-4666-9975-040db026a265,ULTRANET - ROUTER - HW NE8000 AUT/BORDA,UltraNet,Router Huawei,name_unique,192.141.106.2,192.141.106.2,27270,27270,ultranet,ultranet,False,False,router,False
1df8630f-07a8-445c-ba25-eb3cdfaca7d2,GL SOLUCOES - SW HW 5735 - TABAJARA,GL Soluções,Switch Huawei,name_unique,45.191.104.10,45.191.104.10,2267,2267,ajustconsulting,ajustconsulting,False,False,switch,False
30c0cc3e-e742-438b-91c9-1ade9283741d,ULTRANET-GERENCIA,UltraNet,MikroTik RouterOS,ip+kind,192.141.106.6,192.141.106.6,15422,8484,ajust,ajust,False,False,router,True
c5dc5dd4-b3ef-4211-952d-3947c0f02d88,BORDA POWERNET TELECOM,PowerNet,MikroTik RouterOS,ip+kind,170.79.168.32,170.79.168.32,15422,2004,powernet,powernet,False,False,router,True
8114ca56-a735-4697-a6f8-2622e11e190a,CCR COMPORTA RB 1009 FANET,G5 - Prazeres,MikroTik RouterOS,ip+kind,192.141.105.80,192.141.105.80,15424,8295,ajust,ajust,False,False,router,True
0baf088c-3ee4-467f-ae8f-eb6625317d45,INFOTEL - SW DM 4380 - SANTA ROSA,Infotel,Switch Datacom,name_unique,10.10.10.128,10.10.10.128,22,22,ajust,ajust,False,False,switch,False
58d16f74-64d1-4c17-bb2a-5ee03e09205c,PIX FIBRA - SW CISCO - TOTO TERRIE_FIBRA,Pix Fibra,Switch Cisco,name_unique,172.31.255.36,172.31.255.36,22,22,ajust,ajust,False,False,router,False
781131f7-5f15-4c74-bcdd-a36f4d373352,OLT EPON VSOL,UltraFibra,OLT VSOL,ip+kind,45.186.54.32,45.186.54.32,45100,45100,admin,admin,True,True,olt,False
7b2633a4-3831-4fdb-908c-172dbd264bc0,FLASHNET - SW CORE-BR.DIGITAL 01,FlashNet,Switch Huawei,name_unique,10.99.88.15,10.99.88.15,53276,53276,flashnet,flashnet,False,False,switch,False
618e653d-5374-4cf9-8685-a085feb37cc2,RB - UZINA,Ponto Net,MikroTik RouterOS,ip+kind,177.71.92.221,177.71.92.221,15422,8291,ajust,ajust,False,False,router,True
a1398526-6b15-46c0-9834-9573293ca440,AUTENTICADOR UBAS - CCR1009-7G-1C-1S+,HomeNet,MikroTik RouterOS,ip+kind,179.49.144.3,179.49.144.3,2224,8292,ajust,ajust,False,False,router,True
5d8bed31-c048-4ba8-9561-522ee3d0689e,INFOTEL - OLT ZTE - SANTA ROSA - STD,Infotel,OLT ZTE,name_unique,10.120.0.90,10.120.0.90,22,22,conexaosgp,conexaosgp,False,False,olt,False
60c47de0-6227-4eaa-82f6-6bd0bb8a0384,PIX FIBRA - SW DM 4270 - IBURA DE CIMA,Pix Fibra,Switch Datacom,name_unique,172.31.255.35,172.31.255.35,22,22,ajust,ajust,False,False,switch,False
3ad2fe2b-ff16-431f-8ee7-6e217a985dc3,Borda CellNet,CellNet,MikroTik RouterOS,ip+kind,190.89.232.1,190.89.232.1,2203,3022,ajust,ajust,False,False,router,True
1de38902-c22b-4add-a809-b74e5c714aaa,UP CONNECT FIBRA - OLT HW - BOMBA,UP Connect Fibra,OLT Huawei,name_unique,10.200.0.26,10.200.0.26,22,22,ajustcon,ajustcon,False,False,olt,False
5193cd6a-031b-47c3-bf05-94c17d20e972,MK-SERVICOS-SERVIDORES,UP Connect Fibra,MikroTik RouterOS,ip+kind,179.48.12.138,179.48.12.138,15422,8272,ajust,ajust,False,False,router,True
3416f9da-56c6-4a2d-a723-50a2b1a64b01,CRS 326,Voice Corp,MikroTik RouterOS,ip+kind,190.89.34.4,190.89.34.4,15422,8999,ajust,ajust,False,False,router,True
de32459e-530e-4a3c-9e39-b599c0987120,CRS112-8P-4S - SP,Voice Corp,MikroTik RouterOS,ip+kind,187.109.40.126,187.109.40.126,15422,5895,ajust,ajust,False,False,router,True
7ee8b903-a5f3-454f-8300-73f21dad57cc,Rb 4011 Cond Eco Cais,Rio Net,MikroTik RouterOS,ip+kind,45.162.226.224,45.162.226.224,22426,8291,ajust,ajust,False,False,router,True
e4116463-a0ec-49c5-a3f7-40cc5ef5371f,SINFIBRA - OLT HW - SAN MARTIN,SIN Fibra,OLT Huawei,name_unique,160.19.44.22,160.19.44.22,23055,23055,ajustconsulting,ajustconsulting,True,True,olt,False
60db7f2d-7d58-4b9a-be2d-e3938490ddaa,FLASHNET - SW CORE-VASCO,FlashNet,Switch Huawei,name_unique,10.99.88.33,10.99.88.33,53276,53276,flashnet,flashnet,False,False,switch,False
216bb84d-f039-4812-bc61-2ae86b30d97a,I4 TELECOM - OLT HW - OURO PRETO,I4 Telecom,OLT Huawei,name_unique,45.187.168.30,45.187.168.30,23088,23088,sgpsgp,sgpsgp,True,True,olt,False
61df9e6d-c630-4cd4-a1bd-8f9446cd68ae,PIX FIBRA - OLT HW - MANGUEIRA UP CONNECT,Pix Fibra,OLT Huawei,name_unique,172.19.53.62,172.19.53.62,23,23,ajust@emfibra,ajust@emfibra,True,True,olt,False
65cc37c4-958f-407b-9bf5-d1ab6f50c03f,ELO TELECOM - ROUTER - HW NE8000 SLZ ELO RT08 AUT,Elo,Router Huawei,name_unique,192.168.110.100,192.168.110.100,22,22,ajustconsulting,ajustconsulting,False,False,router,False
1c279327-836d-4224-86c3-91bba69263c7,CCR3011 - GERÊNCIA,AF Telecom,MikroTik RouterOS,ip+kind,179.51.148.10,179.51.148.10,15422,5895,ajust,ajust,False,False,router,True
6868324c-04c6-43cc-932c-ac9f3b427da3,VOICE CORP - ROUTER - HW NE8000 BORDA,Voice Corp,Router Huawei,name_unique,190.89.34.1,190.89.34.1,27036,27036,ajustconsulting,ajustconsulting,False,False,router,False
286be0fb-788d-411d-a979-540487e822fb,Rb 4011 Gerencia,GL Soluções,MikroTik RouterOS,ip+kind,45.191.104.10,45.191.104.10,22333,8492,ajust,ajust,False,False,router,True
79364a69-f4f9-4357-b6ae-dfb84bfac25d,CCR 1036 EVENTOS HOTSPOT,I4 Telecom,MikroTik RouterOS,ip+kind,45.187.168.208,45.187.168.208,15422,5558,ajust,ajust,False,False,router,True
216eac96-7999-4311-98a4-d36d6a1b02b2,PLANALTONET - OLT FIBERHOME 02,PlanaltoNet,OLT FiberHome,name_unique,10.12.1.2,10.12.1.2,23,23,GEPON,GEPON,True,True,olt,False
288eb9b8-4a79-4377-8ee9-d13dd54e313e,PONTE DIGITAL - SW HW 6720 - CDN,Ponte Digital,Switch Huawei,name_unique,10.200.150.0,10.200.150.0,22250,22250,ajust,ajust,False,False,switch,False
a5f988a1-8669-4e73-aee4-06669a1ee29f,RB 2011 ARQUIDIOCESE,I4 Telecom,MikroTik RouterOS,ip+kind,45.187.170.100,45.187.170.100,15422,8291,ajust,ajust,False,False,router,True
6d44703f-eae3-42dd-a49f-dec4b9e5c4f2,FORTNET - OLT INTELBRAS,Forte Net,OLT Intelbras,name_unique,168.194.15.78,168.194.15.78,2223,2223,admin,admin,True,True,olt,False
bb3f2b65-0646-4d40-8be5-a541c3dde23f,Autenticador Caxanga 02,Cavalcanti Net,MikroTik RouterOS,ip+kind,45.164.11.10,45.164.11.10,41002,8291,ajust,ajust,False,False,router,True
6afc03e4-77d9-44f7-921d-15325b487fcc,Rb 4011 Bar da Praia,Rio Net,MikroTik RouterOS,ip+kind,45.162.227.24,45.162.227.24,15422,5895,ajust,ajust,False,False,router,True
2978c7c8-f4a5-4dd5-8791-eea63b54fb29,CYBERNET - OLT DM - BAIRRO NOVO (DESATIVADA),Cyber Net,OLT Datacom,name_unique,10.32.50.2,10.32.50.2,23023,23023,cybernet,cybernet,True,True,olt,False
29cc73c6-aa1e-460a-9eaf-a21970747494,AF TELECOM - OLT HW MA5800,AF Telecom,OLT Huawei,name_unique,179.51.150.12,179.51.150.12,2303,2303,sgpsgp,sgpsgp,True,True,olt,False
2b0f37bf-8b67-4fc1-bbf0-bfe28e47537a,SOFIANET - SW HW - JARDIM PAULISTA,SofiaNet,Switch Huawei,name_unique,192.168.120.2,192.168.120.2,22,22,sofianet,sofianet,False,False,switch,False
e6739725-6be6-4e6c-8f74-6216c1cef14b,CNB TELECOM - OLT VSOL - ITA,CNB Telecom,OLT VSOL,name_unique,172.18.21.2,172.18.21.2,22,22,admin,admin,False,False,olt,False
cb162906-7925-4dc3-9a69-1f6990b2db08,Concentrador PONTE DIGITAL,Ponte Digital,MikroTik RouterOS,ip+kind,170.80.48.7,170.80.48.7,15422,8299,ajust,ajust,False,False,router,True
3d59ba22-ba46-40cc-8d22-10d95aa8e78a,MGN FIBRA - ROUTER - HW NE8000 AUT/BORDA,MGN Fibra,Router Huawei,name_unique,45.235.104.2,45.235.104.2,26741,26741,sgpmgn,sgpmgn,False,False,router,False
2e816b41-e715-42f9-a6ba-d1fc2211e524,CCR 1036 Concentrador Sitio Frazao,PGI Telecom,MikroTik RouterOS,ip+kind,177.125.8.214,177.125.8.214,2223,65443,ajust,ajust,False,False,router,True
2bd24f41-de03-41c4-af43-2e933cf94cd6,SOFIANET - OLT NOKIA - RIO DOCE,SofiaNet,OLT Nokia,name_unique,128.201.156.214,128.201.156.214,2253,2253,isadmin,isadmin,False,False,olt,False
d780fbf5-1698-4f9c-b1aa-9b1a3d7143b8,RB 3011,Escola Arcos Iris,MikroTik RouterOS,ip+kind,170.78.96.33,170.78.96.33,22552,5559,ajust,ajust,False,False,router,True
98b53f48-c1ff-4ca5-9a7b-749abb2e827e,CCR1009 - CONCENTRADOR BONANÇA,G5 - Jaboatão,MikroTik RouterOS,ip+kind,192.141.105.16,192.141.105.16,2290,8024,ajust,ajust,False,False,router,True
2c2edb37-20f5-43cc-82c6-859a4f5ae350,PONTE DIGITAL - OLT HW - PC,Ponte Digital,OLT Huawei,name_unique,10.12.104.2,10.12.104.2,22,22,ajustconsulting,ajustconsulting,False,False,olt,False
2f8d7a47-051f-4883-8f88-df117aa1b9f6,GRUPO FLASH - SW HW 5732 - JAGUARANA,Grupo FlashNet ( IBTelecom ),Switch Huawei,name_unique,10.77.77.14,10.77.77.14,22,22,ajustconsulting,ajustconsulting,False,False,switch,False
b9296df0-7df4-480f-bc4b-39d141baa0d4,RB Autenticador Beira Mar,AF Telecom,MikroTik RouterOS,ip+kind,179.51.151.0,179.51.151.0,15433,58951,ajust,ajust,False,False,router,True
